Date,M1-1:00,M1-2:00,M1-3:00,M1-4:00,M1-5:00,M1-6:00,M1-7:00,M1-8:00,M1-9:00,M1-10:00,M1-11:00,M1-12:00,M1-13:00,M1-14:00,M1-15:00,M1-16:00,M1-17:00,M1-18:00,M1-19:00,M1-20:00,M1-21:00,M1-22:00,M1-23:00,M1-24:00,M2-1:00,M2-2:00,M2-3:00,M2-4:00,M2-5:00,M2-6:00,M2-7:00,M2-8:00,M2-9:00,M2-10:00,M2-11:00,M2-12:00,M2-13:00,M2-14:00,M2-15:00,M2-16:00,M2-17:00,M2-18:00,M2-19:00,M2-20:00,M2-21:00,M2-22:00,M2-23:00,M2-24:00
26/03/2012,2.706604883,2.660829997,1.989427547,2.155209713,2.499456499,1.50174991,2.353181592,1.520245433,2.086174653,1.519831331,1.95865612,1.956794077,1.463338273,1.785592204,2.04501959,1.908993186,1.013423125,0.990535523,1.104399391,1.097005931,1.512905506,1.398161862,1.274002719,1.122487869,14.60105218,11.82968041,19.98546495,12.28792101,14.32507726,14.31560307,10.51572949,9.46650231,13.30062991,8.820165421,8.185837105,9.56579317,7.650735577,9.471261959,9.96293046,7.899185705,5.627521513,8.458742141,6.381748408,8.501225458,7.645160632,8.758377294,8.639155329,10.39103501
27/03/2012,2.143394303,2.025163657,2.47738699,2.167262509,1.849202083,2.03352976,2.467479576,2.070838482,2.199224723,1.980626455,1.578810423,1.78446005,1.959527895,1.629364659,1.784357283,1.564402081,1.363150473,1.415397874,0.774417488,1.305109538,1.446519485,0.876833017,0.891589294,1.246949563,14.65923451,17.16712328,16.1886789,17.51492885,15.21690965,14.5413407,10.7017906,12.195092,11.30713763,10.97183665,7.586356686,9.928772452,9.272285105,10.36770667,9.198903938,9.959281452,9.497734015,7.861467649,6.3396858,5.007830657,8.039647015,9.015285559,8.774058559,9.538196553
28/03/2012,2.094810557,1.597792026,1.832487212,1.643533242,1.561812553,2.002210994,1.413570031,1.606245635,1.70395941,1.058947097,1.489566082,1.844750924,1.365680496,1.779411645,1.512888071,1.507168042,1.010450621,0.846989821,0.879882393,0.85392546,0.906896878,1.370660316,1.083081684,1.205357402,9.022548453,13.63518188,10.76198701,10.70936282,7.123321449,8.669982462,6.125203669,5.595332227,7.144230728,7.054807467,8.74281608,6.189600366,5.507106349,6.955122339,6.875732333,6.926000699,7.256853256,5.581536039,5.995918294,5.495655344,7.552868897,8.822767666,8.810813131,9.507769668
29/03/2012,1.712998721,1.798235651,2.068374354,1.493501742,1.172675182,1.737730659,1.231337761,1.572566745,1.62697338,1.320606475,0.99073312,1.561822663,1.547688952,1.845331598,1.715497068,1.123338243,0.748114605,1.099442523,0.88709464,0.989670079,0.943925234,0.965930987,1.192091341,1.832400802,12.88225436,9.411271619,10.23186998,6.550066778,8.209665384,8.50782958,7.059101625,6.742454082,6.941139223,6.578281717,8.794859006,8.03479709,6.971621089,8.423768387,6.537176017,5.310313602,5.618515114,6.687643733,4.914504167,8.524090121,8.151144275,9.810025864,10.11490508,15.48221972
30/03/2012,1.737498551,2.397278689,2.790116684,2.359271422,2.158720558,1.951768756,1.804944615,1.18098289,1.734943709,1.069123289,1.713899277,1.808669114,1.407738463,1.143879508,1.410629813,1.067082707,1.051993235,1.112804604,0.755392334,0.930259637,0.840893425,1.232593459,1.143165828,1.900079112,11.606437,15.23232978,10.75045952,14.37780031,13.9605922,8.550821069,10.55977168,12.86884548,8.430659393,8.175097587,8.693263303,5.926877452,5.964493293,7.174847625,8.191430833,9.008808194,5.192502971,7.301093943,7.284640327,6.706485192,5.305505459,7.919859582,7.592442727,14.52552734
31/03/2012,1.69652421,2.259323291,1.898213448,1.652540613,2.379978963,2.125343634,1.739142,1.49130123,1.835156061,1.271231765,1.447348367,1.308998326,1.544496434,1.151250114,0.987942722,1.049033099,1.167240772,1.070236325,1.272068538,1.034396464,1.0250335,1.184059352,1.604194875,2.037721698,15.22042558,15.65358715,15.05001367,11.30364896,12.02707892,13.93487154,10.71664623,7.827435179,12.3261253,6.660668562,9.769641138,8.168087099,9.373025684,8.255156155,8.425324015,8.180254254,7.328677852,5.2611033,6.658631777,8.261902929,7.497055776,8.178259736,7.430214327,15.94848798
1/04/2012,2.32070955,2.848175439,2.726585688,1.891440232,2.240158062,1.960520447,1.752247455,1.568789315,1.12559448,1.268435357,1.370049253,1.603702903,1.533390018,1.036303397,1.204515769,0.935837621,0.761494163,1.173064154,0.849504544,1.204509047,0.909985173,1.226855168,1.404223208,2.085146416,12.56953375,16.45574111,10.22137009,15.94276809,8.28082581,9.600500051,9.30344168,10.44648678,8.92740842,10.36393611,9.332998261,9.1556052,5.637665014,5.968524513,7.306149587,4.921548891,7.48132251,6.303264329,6.975878773,6.111530635,7.359973947,7.400878459,11.87664846,15.5674653
2/04/2012,2.610226147,1.869025156,2.448289171,1.777323336,2.132606107,2.017173843,1.227311911,1.419658723,1.466788472,1.863672059,1.01398997,1.301347931,1.180384366,1.514410758,1.552548832,0.971165321,0.974155398,0.975164995,1.105018548,1.15485064,0.994674334,1.027691788,1.139092485,2.374091353,17.88789354,10.861676,15.51332072,10.7462108,11.61120006,9.728029227,12.52207951,8.268227712,8.688539692,9.561872189,7.284016796,7.781128536,9.436067754,6.15507724,7.359115567,8.411913947,7.372545688,4.739084901,4.731695936,7.41160951,6.64103885,8.948058544,12.04567472,12.0147555
3/04/2012,1.817391248,2.701773273,1.585016821,1.793641849,2.027255767,1.550295881,2.078817371,1.788095541,1.605283826,1.158024435,1.679536083,1.706464177,1.748013431,1.904950609,1.565455664,0.906671637,0.76344723,1.027635985,0.91839297,1.09447564,0.930219797,1.385081465,1.563508814,1.209480696,9.881156157,13.60365014,14.79088658,8.852885294,12.64049803,8.022321197,10.7036239,8.428237139,10.21525907,7.007235954,7.132025138,7.016188481,7.777668285,6.613823322,7.17873613,4.792641168,5.194145813,4.783434884,5.061055793,6.877857593,5.18564882,8.75251144,10.51567468,10.15177568
4/04/2012,2.172875616,1.990525364,1.689479406,1.151501734,1.914496411,1.313711432,1.306108501,0.990784095,0.908376363,1.167637996,1.453193505,1.176182879,1.722267484,1.634143678,1.409398634,1.387188051,0.817878394,1.22396561,0.786322076,0.838656756,1.001957673,1.33012478,1.288413838,1.326993589,10.95829321,10.60784147,8.233815205,7.48974914,7.877236675,5.84499959,5.806579186,6.820310917,4.881428058,8.094377689,7.530160224,6.343477114,7.585839298,5.26937931,5.966562484,6.595494899,4.676480211,6.512253949,7.148098662,7.771192501,7.497524197,8.802794606,6.999322145,10.37656737
5/04/2012,1.606251078,1.116167074,1.85517573,1.140636065,1.772567538,1.382838979,1.226267318,0.993363967,0.853843844,1.427669936,1.436619792,1.503343743,1.621237265,1.445307526,0.955947258,0.937398552,0.914537659,0.690060331,0.669434149,0.804494531,0.748484153,1.366659123,1.360414524,2.246356253,6.615347611,10.7761035,8.176941997,9.079499936,7.406135977,8.140333425,7.665331097,4.902054673,6.349205187,7.595720582,6.995305261,6.335635055,8.393306524,5.132171708,7.161143702,6.013178447,6.771858678,5.379488116,5.003181255,5.693532076,6.299109372,6.002386761,7.111772476,11.67941731
6/04/2012,2.030199594,1.917686906,1.415309705,1.800482923,1.223086229,1.782172869,1.868205238,1.53870133,1.185281327,1.432246741,1.00142782,1.378187013,1.184571703,1.142009763,0.957620308,0.794050204,0.791995213,0.748820864,1.050863127,1.05596914,0.946765961,0.788223398,1.076246345,1.972784946,12.33239975,16.27212672,12.2510579,9.280246993,9.398820171,11.36941502,11.54554879,8.283648519,10.36493708,6.112310947,8.032880362,6.554313723,8.184139524,7.428955055,8.199186102,6.115670846,5.077223245,6.822377572,7.194699734,8.208256253,7.444153022,9.407041934,11.99697826,13.37629955
7/04/2012,1.897778773,2.405668775,1.586882226,2.139578866,1.3438053,1.666070851,1.479244596,1.242509535,1.638926814,1.6042423,1.055391,0.948592996,1.396089269,1.136206552,0.884630326,0.907522072,0.663305079,0.730277626,1.02664094,0.742010777,0.701013162,0.987360613,1.167247549,2.144070469,16.46767462,12.1607408,12.10512604,12.37542267,9.099374599,11.01632993,9.939024286,11.24338931,8.267384271,8.723342365,7.601966895,7.204657554,7.104189218,7.337181622,7.561817904,5.75372183,5.003522295,7.583356085,5.85888142,7.630334442,8.250201652,7.84568825,11.7107483,8.372904274
8/04/2012,2.00328294,1.503305331,2.138734941,1.921381428,1.80841216,1.10924332,1.645755361,1.392231745,1.519472794,0.987667898,1.311743314,1.312988035,1.576820378,1.236047953,1.479695787,0.95774554,0.762052783,1.023434544,0.779115345,0.936998136,0.801194847,0.945231627,1.035389983,1.87765135,9.352828724,14.54962679,9.197074972,11.12743769,8.172346231,11.72354798,8.913342468,9.314073107,10.37040168,5.893555132,7.57048169,8.484024783,7.341117057,5.601030776,5.042151141,7.291546223,4.996560012,6.122495404,6.036028698,5.082208353,6.584492013,5.867909762,8.837887995,8.152545736
9/04/2012,1.781804872,1.455483339,2.336274819,2.068715474,1.551572377,1.755402145,1.523859864,1.034990074,1.134703016,1.277889309,0.900652458,1.532599139,1.173048123,1.188728069,1.488850746,1.022702371,1.001592604,0.839212143,0.717245749,0.92462174,0.993572592,0.736316388,0.926971305,1.27858512,11.2374812,14.15511081,14.84519678,13.76471948,8.449772264,9.4092727,8.777633511,7.717390306,6.179043522,7.284622035,5.485444183,5.701312095,5.19918972,7.016423301,7.407500513,6.033845208,4.781094143,6.046992899,3.990618028,4.318222406,5.236660102,8.834688069,8.501381857,8.436847337
10/04/2012,1.85526961,2.217699877,2.177635063,1.781971842,1.604536364,1.663161981,1.476688154,1.043484222,0.899040199,1.127229095,1.372455587,1.600004782,1.656678088,1.298144717,1.021537575,1.165999634,0.611260126,0.886415323,0.901752875,0.813202434,0.840961648,0.913507129,0.989933254,0.997063983,11.13784711,9.877915781,14.52281596,8.359024808,10.74897337,8.952113856,8.34258444,6.559222232,6.304560393,7.507072575,7.646049742,5.688519045,5.967476767,4.491909863,6.41595575,5.041241079,5.9170442,5.830244241,5.556330724,4.780434823,4.957444507,6.179887573,6.820352074,10.32109043
11/04/2012,1.413815805,1.125814292,1.699621816,1.233389264,1.662806696,1.199729267,0.937350147,0.857199964,0.808572351,1.22217934,1.016906231,1.150198255,1.284050773,0.961467216,0.911795106,0.960410159,0.703131963,0.607428611,1.064050272,0.882657193,1.060395589,0.780383757,0.869225107,1.455536701,7.892623517,10.60292498,8.064618299,9.960010115,9.148048043,4.995125494,5.922575749,4.083730304,5.322769132,6.702163631,6.720542995,6.101123177,4.879254421,5.672425628,4.398414585,5.642718364,4.48226428,4.40711853,5.799385865,4.932248921,5.629061218,7.590750641,5.686529903,6.808116441
12/04/2012,1.076164018,1.328781936,1.324419973,1.351414201,1.200856225,1.153787485,1.020228881,0.83700921,1.201560907,0.707301491,0.724016624,1.26431564,0.928298827,1.312444179,0.779630245,0.741178589,0.913689132,0.570214293,0.635749526,0.666258578,0.946899917,0.741083417,1.436750022,1.791695418,6.490359872,8.317164773,6.336287106,5.733709622,4.551898866,6.053579421,3.892944276,3.76626626,5.71803117,5.257362464,3.784619503,5.40937057,6.056451326,4.994397253,5.684184588,5.907355228,5.236085197,5.516852124,4.626510342,5.319423304,7.549943529,8.231158416,6.150304052,7.24793159
13/04/2012,1.497507832,1.990349024,1.541033346,1.395676265,1.686257478,1.329852334,0.995617269,1.189470649,0.93388642,1.361956087,1.415119359,1.400752516,1.454964711,1.380443656,1.121737745,0.811060008,0.56993247,0.546024873,0.854648226,0.980418302,1.102731829,1.09107115,0.972410995,1.285325459,14.55377353,10.20912352,12.84960991,7.730628482,8.988464702,7.112242242,9.393962153,6.520690591,5.397369923,5.976143795,4.84064016,6.628509832,6.683261002,6.902642268,5.720850719,4.649288463,4.448965622,6.093012886,4.262547205,6.687431105,6.362275275,6.047845854,9.825015015,10.70291382
14/04/2012,2.156140548,1.599080947,1.818496126,1.649222727,1.386897327,1.102707197,0.954151607,1.507077145,1.241986514,1.269726237,1.348324057,1.483079905,1.005587702,1.356383256,1.283694957,0.664043752,0.779221434,0.552354883,0.667059736,0.888014868,0.8553762,0.630426367,1.018498737,1.065844715,13.95260255,11.49853294,9.473792268,11.11441314,9.545504305,6.339524897,10.07427421,6.722223219,6.878714421,6.020473262,5.81184109,4.242672861,7.380909217,5.490212652,7.355399515,4.537175979,6.652123482,6.42939449,6.214713264,5.243965331,5.054774634,5.887014777,8.757612205,11.07578027
15/04/2012,1.396460542,2.046108932,1.616870035,1.100143391,1.612255619,1.391997156,1.386524615,1.084364529,1.394920524,1.08560662,1.122934414,1.287011151,0.932316445,0.783628148,0.907560583,0.750574717,0.694416863,0.881603749,0.923402838,1.029415439,0.907108576,0.839123753,1.067181096,1.624940922,8.602300052,12.72523556,12.46213627,11.50313761,11.0307069,7.212705291,9.93976511,9.513982688,6.205623614,7.560856228,6.239823999,5.344007998,6.210988703,4.960883251,4.505086213,4.197283418,4.471630248,4.977116715,4.253300041,6.365585973,5.098024648,6.191135921,9.814284726,6.891026189
16/04/2012,2.009001706,1.438770952,1.355582898,1.711285999,1.615680303,1.173975198,1.344662743,1.251229741,1.244421841,0.959786497,0.995701952,1.069999126,1.438751613,1.174087743,0.915640376,0.62754786,0.579583464,0.533253411,0.606835976,0.680941765,1.01002866,0.795062573,1.325196133,1.73749633,8.566271456,11.3780104,11.29535293,12.72523037,9.312888833,6.346550061,9.875018835,5.251757455,4.948111944,5.601123208,5.904421823,5.569702642,5.672522751,4.250600721,6.239732898,4.282055544,5.354825701,4.390977,5.335852246,3.820859479,5.192344458,4.479846593,7.309216928,9.092142989
17/04/2012,1.341411276,1.899501363,1.592186136,1.280259007,1.697060532,1.005884894,1.428335622,0.755948031,0.953460795,0.949789152,0.987519181,1.035075008,1.180886156,0.991956027,1.147618874,0.881449146,0.628287703,0.753177255,0.868274987,0.638590789,0.902212136,0.843510049,1.11925843,1.450127177,10.35890899,8.391176858,8.962522159,7.667377062,10.6182907,7.029599145,8.301511279,7.250947151,4.785325608,7.138768143,4.649750157,5.091756612,6.409832418,4.062938712,5.585287061,5.687851875,5.343395788,5.337656421,5.291805333,5.691655661,4.539074941,4.197397634,6.917499881,6.007675251
18/04/2012,1.406017484,1.126764688,1.477414656,1.195029921,1.371072957,1.188925775,0.761061759,0.86967279,1.030688324,0.759348548,0.857240721,1.176908258,0.832945081,1.101010241,1.280446488,0.705517188,0.887436752,0.552705836,0.898131008,0.519230597,0.700029324,0.600420079,0.802803622,1.365553624,7.26425779,7.340454391,5.589052821,7.547417141,5.455126559,4.496779951,5.003900973,4.206624975,5.452879787,5.23383149,5.33807133,3.900907502,5.779601542,4.081009332,4.044258578,4.336070698,4.994494347,6.255611692,4.988667648,4.647772087,5.084013414,5.029223581,8.287838418,5.469203728
19/04/2012,0.995634544,1.155759833,1.234370754,1.299823061,0.803568615,1.205113492,0.963899099,0.997493824,0.991181626,0.831715857,0.811997269,0.680876746,0.834693633,1.000185815,1.031067086,0.585126134,0.66054537,0.602236074,0.83781433,0.82717204,0.9228322,0.827212355,1.085200553,1.017830809,6.746591259,8.041777402,5.092128043,5.893518021,6.069975111,4.809400556,5.925832941,3.451777104,3.063290997,4.22416719,5.657739638,5.871420608,4.394681397,5.074773144,4.584645956,4.794733502,3.656139862,3.851941526,5.606206249,4.408382958,6.66763616,4.70580556,6.597891841,9.647902353
20/04/2012,1.728732941,1.330981146,1.469707362,1.221023038,1.169577299,1.529240819,1.40711203,0.848159179,0.930619398,0.699615476,1.082772468,0.886122982,1.268948478,1.173735798,1.14881489,0.61092842,0.624807928,0.45243861,0.820101122,0.876003543,0.663484499,0.961220308,0.915644773,1.393087728,9.119650029,7.595102476,11.58144971,6.714972561,6.227851366,6.533647794,8.685141648,7.582317415,4.854365258,6.41638151,5.761371897,5.149762792,5.063713289,4.102405699,3.575294939,3.713036053,4.345678914,4.134560084,5.35517022,5.812742443,6.58622931,5.886129457,6.259298546,6.596114523
21/04/2012,1.978931392,1.54094722,1.132536025,1.244935337,1.343202574,0.998410971,0.874200729,0.761581738,1.022617307,0.761086194,0.992796663,1.258862419,1.052429643,1.204961359,0.837426301,0.818338224,0.503003476,0.444155633,0.784008906,0.615990917,0.706753031,0.716193863,1.028523261,1.216598822,10.40942505,12.53586309,9.143983211,8.905108365,5.778741166,7.917634782,7.959565588,5.950322168,4.675640255,6.070611101,3.897109605,3.767568838,4.364181627,4.091342117,4.847351659,5.282505536,3.667727408,5.569252443,5.43470601,5.94413324,4.092748656,4.588381374,7.067264396,7.12793681
22/04/2012,1.47540247,1.467275858,1.015861232,1.259388169,1.090262729,0.893210094,0.745503247,1.230103517,1.161448013,0.775178994,0.864606145,0.811988462,0.815236904,0.771846306,0.850030351,0.650150363,0.679016685,0.567075345,0.699130238,0.665740678,0.571615888,0.719190643,1.191545318,1.226566315,9.80166871,9.266531554,10.03275669,10.44177781,10.17829623,8.106953518,6.523298477,7.533480664,4.926629784,5.876091588,4.358724668,5.817121965,5.209140188,4.633763334,3.468984549,5.615179521,3.126437146,3.603498375,4.011075757,4.805397453,3.914696089,4.588887468,7.341172613,11.26588624
23/04/2012,1.624533203,1.532890533,1.60057708,0.960021414,1.225704319,1.268152808,0.751059574,0.995655977,0.840266846,0.962850223,1.067013125,0.849474182,0.801064724,0.919124427,1.07615341,0.648788447,0.590725086,0.489800114,0.692508257,0.747115689,0.75557417,0.562689057,0.872412498,1.537903189,11.23091416,12.15832414,9.900975659,6.086114536,6.48569402,5.002171409,7.186530568,8.059334237,5.990950931,6.278597126,3.758010448,5.618417375,5.589578115,4.664071853,5.623721399,5.630666652,4.476165241,4.00328994,5.264224049,4.76147192,4.915133935,5.303467524,5.473821999,6.732369789
24/04/2012,1.51478327,1.358647866,1.297805758,1.283755034,1.404415748,1.365280696,1.287335697,0.947307086,0.87496442,0.665763326,0.972840537,1.160749526,0.837262984,1.020932698,0.739146576,0.688204689,0.482838899,0.584422426,0.576684208,0.464692861,0.646464472,0.752740133,0.58137081,0.888476756,11.70677211,8.563504469,8.94842193,6.03096652,8.171298194,7.617646407,5.54053067,5.309941299,5.344029775,4.938211454,5.452494672,4.930278639,5.851098768,3.734382816,5.289396015,5.581170332,3.540139308,5.396385458,3.699425504,3.436860042,4.165669168,6.288074669,4.921471959,8.85093063
25/04/2012,0.905709146,1.271424247,1.113449413,0.956174836,0.679134929,0.86197472,1.031701076,0.905711463,0.594262288,0.833883147,0.875426354,1.18764393,1.001472717,0.775144771,0.864298111,0.600335358,0.645066304,0.712858311,0.541929525,0.50058781,0.673740057,0.552541532,0.913795598,1.015252485,7.96738348,6.031779876,6.285928636,5.862181405,6.837485165,3.382976571,3.154161511,3.912060543,2.740773338,4.623418071,4.192309743,4.569000929,4.237778501,4.724252655,3.526714273,5.723963043,3.056081975,4.247092536,3.967272083,5.170783578,4.724365977,4.316642659,6.259068035,5.313109455
26/04/2012,1.243324138,0.730956055,1.133248603,1.063627547,0.968157387,0.757853976,0.799545732,0.796938273,0.483446223,0.718600233,0.624708916,0.987906014,0.759385337,0.924448543,0.814515637,0.627574218,0.524331639,0.724623578,0.568533302,0.800325381,0.670363906,0.59566703,0.694231033,0.856042026,5.991080369,5.950895431,5.049439561,6.008396466,4.363366442,4.283890046,4.502585497,4.41730603,3.310018233,3.895493994,2.991831248,4.953085529,4.402275174,3.94937163,3.101176226,4.010897116,3.0798491,3.115984422,5.309912849,4.47845405,4.735206602,6.41090549,8.133733481,7.902639215
27/04/2012,1.300546059,1.593963331,1.44464262,1.199158842,0.822041016,1.201770397,0.978655918,0.654502475,0.655722531,0.843031773,0.909233275,0.878995551,0.882774397,0.697767596,0.707782863,0.813381704,0.667465005,0.657758592,0.684430831,0.493603619,0.578048123,0.812767836,0.978923033,1.065095599,7.016874061,8.29053428,8.558658674,7.462329681,7.77011286,6.314490692,5.935205498,6.043103368,4.357482517,3.866058841,3.938562103,5.624833418,4.188335423,3.315868442,4.481810534,3.278550107,5.119836908,4.937435334,3.538418211,4.605899504,4.287348336,5.161053075,6.210730594,10.29588185
28/04/2012,1.41836273,1.364796775,1.244173815,0.92588826,1.028563414,0.929326682,0.853983029,0.653193864,0.959632192,0.853806225,0.735229897,0.683730743,0.701326983,0.954210903,0.757236245,0.452224905,0.47548122,0.65241275,0.66754937,0.774642586,0.519157445,0.85343536,0.90919305,0.937990069,11.73623742,8.30767455,10.25349895,6.823142945,5.43983914,7.156266809,5.722230589,4.535612583,4.568280795,5.678032002,4.487108662,4.199181736,4.001774936,4.239292362,4.849243255,3.825284829,4.418370704,4.427603407,3.186077722,3.203765728,5.352159578,4.974821891,4.536060149,8.905048277
29/04/2012,1.27501848,1.148511149,1.431434092,1.006714423,0.948520709,0.757838585,0.878443351,0.941929494,0.762635426,0.864737847,0.684611419,0.576941932,0.8616843,0.736919405,0.548346934,0.779973859,0.456725667,0.637823542,0.484710133,0.464810097,0.716782105,0.768118369,0.751156508,1.152930824,7.256892231,10.73137575,6.316169072,8.753828194,7.546111584,6.489517505,4.294002332,4.211108874,6.233607168,4.792971566,3.606021562,4.237666876,5.425051405,5.27639645,4.306661897,2.979400116,4.504323881,4.710425903,3.260955482,3.48391917,3.985828536,5.373181521,5.415639811,7.046653219
30/04/2012,1.315368696,1.334196313,1.49344948,1.038548643,0.996411736,1.069198545,0.849550445,0.831657712,0.833098549,0.681397606,0.911106394,0.775657299,0.780310063,0.681342404,0.892106532,0.705734525,0.620512899,0.647063109,0.515214754,0.482216152,0.557475647,0.522408655,0.922419735,1.234676939,11.50325337,6.253789086,8.104487779,7.634275462,8.763286545,7.588833228,5.02698161,6.561439258,5.675885346,3.155892378,4.588690313,4.001136223,4.441045196,4.671540293,5.087310247,2.775279711,4.760367488,3.42718542,4.97110209,3.966173049,4.034670547,3.599121819,7.360150302,8.626216204
1/05/2012,0.926971138,1.171096262,1.437101633,1.212606977,0.858071057,1.125237861,1.049772223,0.657878972,0.874926305,0.781588314,0.867991784,0.727350961,0.733729076,1.076380719,0.590789649,0.73908773,0.451250191,0.506386646,0.433361059,0.402299206,0.424186836,0.591341769,0.910652281,0.787737967,10.08072225,8.439852422,7.784679681,5.758838525,5.182696713,6.909399789,4.812656017,3.460223911,3.815383548,4.609025152,4.347240224,3.649310225,4.603688929,3.625697365,3.49679563,4.384274432,4.435630954,2.921188625,4.58656822,2.976475178,2.963490738,3.440573877,5.048592489,7.122956649
2/05/2012,1.234275042,1.233148144,1.111442345,0.792005668,0.893957176,0.726045016,0.508645132,0.656577442,0.655759284,0.470933597,0.526266957,0.6623765,1.066340227,0.626030023,0.599666694,0.731174617,0.442183417,0.643570644,0.505736173,0.405402584,0.697811644,0.515640336,0.537015935,0.890044043,6.505554922,5.587564293,6.426177125,4.449090938,3.534867136,3.951492698,3.979812006,2.920647132,2.461559621,3.946522397,2.435949437,3.315293752,2.957913154,4.884977498,3.45269061,4.78796757,4.308200258,4.493997194,4.278970299,2.778977332,4.609391275,3.266891021,4.804668187,6.138408586
3/05/2012,0.919240948,0.653110139,0.919923401,0.556200274,0.698524794,0.613077515,0.594968751,0.61621156,0.409700563,0.644452701,0.56045263,0.815731011,0.819577553,0.636632933,0.509702657,0.479107577,0.543199684,0.518952313,0.442843409,0.600388598,0.68215548,0.5217489,0.610760199,1.237855488,6.005687045,4.443517878,4.090579252,5.481748377,5.185732923,3.850433077,3.421260995,2.393826651,2.311706091,2.088199455,2.656317212,2.416999429,3.811047464,3.028469546,3.951249445,3.065750229,3.89073519,3.085536258,4.487415716,4.234866658,3.262750885,4.272556133,5.632809407,5.247638542
4/05/2012,1.179102081,1.131177058,1.327231306,1.131436005,0.803260451,0.854423422,0.878556402,0.695630735,0.556581563,0.746516318,0.773689091,0.556321242,0.700940081,0.887583963,0.527973741,0.482130569,0.603981963,0.569123458,0.350251598,0.705546053,0.465307586,0.73843144,0.944585872,1.055800006,9.067846206,10.0566911,9.624865438,6.163729108,6.205754127,6.175583396,5.342066326,5.887052054,4.901349103,4.210357206,3.591359691,4.479213485,4.094988991,3.259258983,3.009792184,2.81903674,3.260472483,2.743723491,4.441600464,2.813793724,3.00783452,4.793946157,4.139603499,6.560011545
5/05/2012,1.27625936,0.906361461,0.825564599,0.73200003,1.058575162,0.715654344,0.91229468,0.684592724,0.548733632,0.664799021,0.822205963,0.814664502,0.800255837,0.647448591,0.790934723,0.408135091,0.372361847,0.546995081,0.366478528,0.658486513,0.49789462,0.413966082,0.556781905,0.805234945,6.870572173,7.441920087,9.229212693,7.340059194,7.447132629,4.199901073,4.529746514,5.820901846,4.384594811,4.86717184,4.188233727,4.162514849,3.388833196,2.704202084,3.373435905,4.516366684,4.15575667,3.986234147,3.172585206,4.869953703,3.312347501,3.616985992,7.108529238,7.704241277
6/05/2012,1.413145878,0.861345562,0.750208689,0.720266783,1.040054888,0.818156241,0.725806902,0.786884671,0.615032023,0.490082229,0.508278815,0.898904351,0.572746841,0.780285465,0.481610621,0.436826388,0.354436393,0.411471994,0.518743764,0.654298522,0.642040447,0.714468341,0.528645247,1.071673847,6.900168138,7.557930417,6.598388033,6.556543443,7.39596036,4.805869166,3.910870934,3.598206234,4.783367951,3.924971038,3.723997961,4.720676116,4.418537219,3.723799136,4.442816279,3.481246159,3.214561494,4.322973047,4.091376422,4.344781573,4.710714243,3.702429514,4.571327398,5.634146123
7/05/2012,1.148505091,1.171618512,1.008301714,1.167016486,0.798327048,0.571972181,0.783367903,0.533439785,0.525920911,0.522486384,0.534243271,0.799869635,0.83408618,0.841122229,0.647646828,0.434264254,0.521745287,0.529401436,0.599821569,0.525352529,0.446524996,0.624229075,0.892072047,0.945023097,5.679828167,7.796567013,6.203703879,8.327289725,6.812743699,5.17754015,4.626586387,5.770430491,4.695374794,3.022025101,4.134103574,3.719753774,4.659596449,2.801110387,3.574571978,3.612202051,3.999994077,3.353840034,3.238913751,3.628257428,2.882018618,4.310511912,6.243129362,6.684214488
8/05/2012,0.848195088,0.903882252,1.144184209,0.703175828,0.681585088,0.923285049,0.769467793,0.701273557,0.684590858,0.668344179,0.563519596,0.838486014,0.678425345,0.725266276,0.683557865,0.471927464,0.488806163,0.468015133,0.383149026,0.569000995,0.573621762,0.377784524,0.444721955,0.815459725,6.715036633,6.425511951,5.163983009,6.386188316,7.269916117,4.852486618,4.292890556,3.408615039,3.550413315,3.110826452,3.855386645,3.155701265,2.883960747,2.923702015,2.767655939,4.224855479,3.603964857,3.304695993,2.536384487,2.999806419,2.587890146,3.119084453,6.205676329,5.384591085
9/05/2012,0.817572037,0.978737654,0.994679894,0.597031419,0.856610477,0.525990363,0.700862296,0.616940638,0.36926047,0.508736064,0.544253192,0.548424008,0.876168714,0.890138336,0.500043324,0.466814088,0.606689589,0.593216604,0.511147787,0.548069253,0.538796498,0.609538858,0.561889901,0.798235842,5.084635144,4.163294101,3.597436239,4.536345356,5.413314154,4.359991756,3.866854605,2.111558647,2.558726247,2.757286175,2.108300159,4.032272579,3.955658096,3.99001628,2.790797689,4.301151952,2.590509146,2.327446119,2.630438678,2.781655823,4.048657349,2.950560524,4.850187318,4.609133562
10/05/2012,0.997132281,0.846275986,0.635275022,0.528742197,0.664578031,0.677040652,0.354635336,0.537984836,0.315251918,0.36336879,0.40200017,0.566364438,0.624489829,0.637721048,0.627650743,0.349167702,0.468150156,0.379190365,0.349856832,0.390667115,0.526970716,0.48332815,0.850924527,0.861300095,4.595273032,4.358202714,4.367257012,3.13652491,4.486168965,3.118212049,2.258485681,2.36409806,2.116449273,3.408048844,3.472404765,3.205852199,3.930956873,2.936478241,3.512550202,2.832826983,3.418635081,3.259770904,3.585904658,3.565308094,3.727929308,3.13792556,6.455584069,4.882545059
